OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
16083,421010335002005,High Access,151356.734619141,1657.50761626032
16084,421010390001005,High Access,344712.537109375,3360.07915507676
16085,421010316007000,High Access,26502.1460571289,1255.65276487616
16086,421010314022002,High Access,182407.567932129,1904.3364248877
16087,421010314022001,High Access,210649.283935547,2013.12443449314
16088,421010308004001,High Access,185442.743774414,1936.61421147539
16089,421010308004011,High Access,155930.12298584,1684.12935444476
16090,421010390001003,High Access,198275.215209961,2022.02752072897
16091,421010390001004,High Access,45565.1994018555,935.901458207333
16092,421010390006004,High Access,54673.3088989258,943.606574237541
16093,421010311021001,High Access,88322.1900634766,1245.97145743923
16094,421010311024002,High Access,149720.754394531,1817.28913914091
16095,421010313002012,High Access,318032.238342285,2885.69103907735
16096,421010335002001,High Access,223859.026489258,2149.54191545386
16097,421010314011002,High Access,187736.92956543,2118.13008548115
16098,421010314014003,No Access,115728.14630127,1516.17311368815
16099,421010314013004,High Access,139333.236572266,1590.14557126454
16100,421010314012002,High Access,233971.858520508,2331.84318259586
16101,421010314023012,Low Access,189929.483520508,1917.23581272789
16102,421010339002006,Moderate Access,263953.37677002,2827.46259263917
16103,421010339001001,No Access,221192.875244141,2175.34542666662
16104,421010316007003,High Access,132538.707092285,1498.34354239549
16105,421010341003007,No Access,155971.498535156,1672.42383092371
16106,421010315023002,High Access,160069.850891113,1695.57000681781
16107,421010314021015,Low Access,124603.127258301,1446.64763991707
16108,421010337022014,No Access,195649.298217773,1850.83345393477
16109,421010336005009,Moderate Access,174386.640441895,1890.03828124023
16110,421010336005010,Low Access,176918.85949707,1897.92513764214
16111,421010334004003,High Access,143785.88494873,1596.389284498
16112,421010314021008,Low Access,109345.964294434,1338.3592520459
16113,421010314021000,Moderate Access,186478.574035645,2060.28198975248
16114,421010315021014,High Access,150255.787841797,1631.8035081679
16115,421010334004011,High Access,116681.013000488,1468.94306000689
16116,421010337023006,High Access,188260.522705078,1930.56965382185
16117,421010336001001,High Access,149525.710388184,1651.21678059508
16118,421010334004004,High Access,421926.842224121,2680.64261574734
16119,421010336002002,Low Access,184571.397888184,1902.35597617184
16120,421010337022013,No Access,157520.338500977,1704.98065249204
16121,421010337024006,High Access,167291.915100098,1777.5473513419
16122,421010334004007,High Access,456082.131408691,2742.51130493987
16123,421010315022000,Low Access,52595.4543457031,1720.50215192301
16124,421010335002020,High Access,175386.508117676,1802.5513464655
16125,421010334004001,High Access,209610.397949219,2084.0888862404
16126,421010314022011,High Access,32900.5026855469,802.476041239896
16127,421010315021002,High Access,417881.184448242,2614.60762723615
16128,421010315021011,Low Access,153028.653442383,1667.42059083785
16129,421010315021015,High Access,136707.408996582,1560.78811793614
16130,421010315021016,High Access,155421.335388184,1661.58657292178
16131,421010316007002,High Access,125382.803527832,1458.98031672629
16132,421010336004007,No Access,191679.739379883,1947.38774915592
16133,421010336002008,No Access,157241.873291016,1673.37427898966
16134,421010315023008,High Access,154863.570373535,1670.28422640407
16135,421010340002003,Moderate Access,211310.098876953,1939.23906165734
16136,421010314021002,Low Access,292190.221923828,2324.44014856965
16137,421010335002017,High Access,169421.312927246,1788.08423753112
16138,421010336001009,Moderate Access,162594.911682129,1695.20323319225
16139,421010315021003,High Access,27366.9915161133,1231.19769286575
16140,421010314021011,High Access,63713.6130981445,1355.8886882067
16141,421010336001013,Low Access,174003.073852539,1795.98680321673
16142,421010336002005,No Access,169280.591918945,1789.43284211576
16143,421010336002011,No Access,176975.776855469,1809.77001971429
16144,421010334004002,High Access,443567.32244873,2699.85058044368
16145,421010334003009,Low Access,196199.216552734,2135.81383667199
16146,421010314023002,High Access,185987.427185059,2072.88732424373
16147,421010334003008,Moderate Access,229901.778625488,2062.85747739322
16148,421010334002015,High Access,156101.542053223,1657.39712203591
16149,421010334004005,High Access,148525.160888672,1609.95282465563
16150,421010334004010,High Access,131266.604125977,1590.48259777806
16151,421010340002001,No Access,173335.424560547,1753.17296247393
16152,421010336001008,Moderate Access,194369.621398926,1932.69094772331
16153,421010337023002,High Access,187531.076416016,1919.27880763344
16154,421010337023005,High Access,174791.665466309,1894.57750562023
16155,421010337012009,High Access,157293.523498535,1678.97462722122
16156,421010337022012,Low Access,170048.770629883,1740.98397218845
16157,421010336005003,No Access,166021.263244629,1771.36695722823
16158,421010336001005,High Access,148638.228088379,1647.1527566857
16159,421010314021001,Moderate Access,182152.307800293,2044.21432366752
16160,421010314021006,Low Access,31993.596496582,1253.80135865834
16161,421010315023000,High Access,147267.841369629,1647.33126255637
16162,421010336002000,Low Access,155727.603393555,1665.11509718041
16163,421010336003014,No Access,190509.438171387,1924.4871526715
16164,421010336002012,No Access,171398.229919434,1787.0694003327
16165,421010335002000,High Access,157077.729919434,1908.32488241054
16166,421010314023001,High Access,288690.619934082,2438.73257644593
16167,421010314021014,Low Access,136205.342956543,1535.84024677439
16168,421010315021005,High Access,281716.769226074,2607.62685314136
16169,421010315021001,Low Access,398481.812805176,2538.93069974141
16170,421010314021016,High Access,127671.749938965,1476.07503351268
16171,421010336005011,No Access,148155.473327637,1719.19954537387
16172,421010336005004,No Access,141720.038269043,1694.44822349124
16173,421010334004019,High Access,133528.65234375,1596.02991004038
16174,421010336001004,High Access,186049.186279297,1907.55873049511
16175,421010334003007,No Access,122739.08392334,1453.45366517721
16176,421010314021003,Low Access,58814.5153198242,1710.75220070577
16177,421010336004005,Low Access,212811.961486816,2000.88399865081
16178,421019891001010,No Access,2310618.29223633,7497.48689029596
16179,421019891001009,No Access,502242.988464355,6209.39165280829
16180,421010348012000,No Access,778266.620727539,7034.00051317644
16181,421010348013009,High Access,167496.361633301,1632.15723506372
16182,421019802001055,No Access,1075513.72167969,9020.90943968968
16183,421010315022006,Low Access,140062.016967773,1612.20928224949
16184,421010315014001,Low Access,158118.852478027,1684.62016677165
16185,421010333003018,No Access,180931.310668945,1800.60820145539
16186,421010333003017,No Access,275448.827941895,2548.25442668258
16187,421010332001000,No Access,342338.68560791,2826.96953037912
16188,421010332001010,Low Access,154309.928588867,1672.22563106142
16189,421010332002008,Low Access,179577.83380127,1760.19358527108
16190,421010332001012,No Access,154140.268005371,1760.26330453162
16191,421010315011002,Low Access,120986.260314941,1499.02217699481
16192,421010333002000,Moderate Access,362379.139343262,3089.11027065494
16193,421010333001015,High Access,72210.7276000977,1983.3001641367
16194,421010347011009,Low Access,538061.728088379,3701.80359042527
16195,421010347011011,Low Access,499384.400512695,3566.54857130268
16196,421010337013003,High Access,1003292.70147705,4515.66227369192
16197,421019802001063,No Access,79979.51953125,7052.25739008298
16198,421010347011003,No Access,208329.594299316,2095.22492907205
16199,421010348012004,No Access,42578.7623291016,4721.47823055726
16200,421010347022015,No Access,180400.596008301,1867.35753242862
16201,421010331021000,No Access,1271514.83215332,5106.60880737229
16202,421010348013003,High Access,1736956.53015137,6387.29823485481
16203,421019802001066,High Access,994709.113830566,7374.00353690796
16204,421010331024002,No Access,457137.025695801,2720.05676298406
16205,421010331024003,No Access,258781.200683594,2214.27958015331
16206,421010331021003,No Access,537378.692687988,2914.12703223534
16207,421010329005001,Low Access,137841.018432617,1564.93032635332
16208,421010331022006,Low Access,249199.317443848,2449.44753212984
16209,421010329005010,Low Access,124221.148071289,1512.28810516347
16210,421010329005009,Low Access,125642.913146973,1495.84877695907
16211,421010329004001,Low Access,131337.248596191,1449.42438936916
16212,421010329004000,Low Access,143263.763977051,1532.42391857886
16213,421019802001054,No Access,1280304.19488525,6235.06781593735
16214,421010348012014,No Access,183235.002868652,1920.83307816285
16215,421010349004006,High Access,201487.186767578,2016.01457529958
16216,421010349003009,No Access,116467.831481934,1400.92965514647
16217,421010337012007,High Access,307828.932800293,2256.76941329958
16218,421010337012003,High Access,142597.0703125,1869.12321458602
16219,421010337013014,High Access,168880.833862305,1782.58766456201
16220,421019802001077,No Access,10563.3316650391,591.795846102116
16221,421010331024004,No Access,338062.192016602,2613.60015424241
16222,421010329005008,Low Access,130794.863952637,1512.23235275962
16223,421010329001011,No Access,224188.163879395,2284.31957435435
16224,421010329001000,No Access,160625.700378418,5071.18759334097
16225,421010329001003,No Access,379855.83380127,3177.54961325152
16226,421010349004009,No Access,93848.7134399414,1231.1146249848
16227,421010349004004,No Access,88939.020324707,1235.00115527244
16228,421010331014006,No Access,113303.735717773,1383.77678920678
16229,421010331011009,Low Access,131233.748840332,1516.86304942219
16230,421010331012004,Low Access,170325.529602051,1810.70519237277
16231,421010330003004,Low Access,99037.4323120117,1451.32544950887
16232,421010331012000,Low Access,211493.115783691,2021.30146251348
16233,421010330001002,Moderate Access,68012.2205200195,1113.39758775519
16234,421010331013000,Low Access,101543.141601563,1330.59779469182
16235,421010331013006,Low Access,83601.4871826172,1218.08061703835
16236,421010330001001,Moderate Access,56246.3709716797,1038.30436722021
16237,421010330001007,Moderate Access,109179.455383301,1391.94282730085
16238,421010347012015,No Access,484256.05847168,3089.46859722772
16239,421010315021010,Low Access,154331.102905273,1677.40507584518
16240,421010333003021,No Access,147057.94732666,1622.14879393282
16241,421010332001006,No Access,191832.292724609,1819.99407743829
16242,421010315015000,Low Access,152446.552124023,1662.27986348756
16243,421010315015002,No Access,133107.888427734,1597.80129479589
16244,421010315011004,Low Access,139311.63092041,1619.64429838836
16245,421010333001016,High Access,228575.06854248,2273.97877750854
16246,421019802001043,High Access,34268.6339111328,1313.56679213686
16247,421010347023005,No Access,204830.655944824,2159.99049496252
16248,421010333002005,High Access,166976.877929688,1762.63521011728
16249,421010347022000,No Access,129736.894775391,1557.39449166391
16250,421010346001017,No Access,44813.110168457,970.506975503363
16251,421010347012002,No Access,167036.983337402,1800.01837457198
16252,421010347012007,No Access,139787.918029785,1470.27579884334
16253,421010334003006,No Access,90662.1068725586,1223.76871423601
16254,421010334002000,Low Access,340231.173522949,2936.68504257429
16255,421010334004022,No Access,60085.6162719727,1419.92528387347
16256,421010337013015,High Access,175302.512634277,1799.38957202196
16257,421010334001014,High Access,152113.898681641,1679.47112145413
16258,421010333003010,No Access,187357.307922363,1932.45567717931
